Date,Adj Close,Volume
2013-05-01,1582.699951,3530320000.0
2013-05-02,1597.589966,3366950000.0
2013-05-03,1614.420044,3603910000.0
2013-05-04,1615.446696,3423353333.3333335
2013-05-05,1616.473348,3242796666.6666665
2013-05-06,1617.5,3062240000.0
2013-05-07,1625.959961,3309580000.0
2013-05-08,1632.689941,3554700000.0
2013-05-09,1626.670044,3457400000.0
2013-05-10,1633.699951,3086470000.0
2013-05-11,1633.7233073333334,3027846666.6666665
2013-05-12,1633.7466636666666,2969223333.3333335
2013-05-13,1633.77002,2910600000.0
2013-05-14,1650.339966,3457790000.0
2013-05-15,1658.780029,3657440000.0
2013-05-16,1650.469971,3513130000.0
2013-05-17,1667.469971,3440710000.0
2013-05-18,1667.0766603333334,3385500000.0
2013-05-19,1666.6833496666666,3330290000.0
2013-05-20,1666.290039,3275080000.0
2013-05-21,1669.160034,3513560000.0
2013-05-22,1655.349976,4361020000.0
2013-05-23,1650.51001,3945510000.0
2013-05-24,1649.599976,2758080000.0
2013-05-25,1652.21499675,2932910000.0
2013-05-26,1654.8300175,3107740000.0
2013-05-27,1657.44503825,3282570000.0
2013-05-28,1660.060059,3457400000.0
2013-05-29,1648.359985,3587140000.0
2013-05-30,1654.410034,3498620000.0
2013-05-31,1630.73999,4099600000.0
2013-06-01,1633.9666746666667,4050423333.3333335
2013-06-02,1637.1933593333333,4001246666.6666665
2013-06-03,1640.420044,3952070000.0
2013-06-04,1631.380005,3653840000.0
2013-06-05,1608.900024,3632350000.0
2013-06-06,1622.560059,3547380000.0
2013-06-07,1643.380005,3371990000.0
2013-06-08,1643.1900229999999,3240903333.3333335
2013-06-09,1643.000041,3109816666.6666665
2013-06-10,1642.810059,2978730000.0
2013-06-11,1626.130005,3435710000.0
2013-06-12,1612.52002,3202550000.0
2013-06-13,1636.359985,3378620000.0
2013-06-14,1626.72998,2939400000.0
2013-06-15,1630.833333,3005293333.3333335
2013-06-16,1634.936686,3071186666.6666665
2013-06-17,1639.040039,3137080000.0
2013-06-18,1651.810059,3120980000.0
2013-06-19,1628.930054,3545060000.0
2013-06-20,1588.189941,4858850000.0
2013-06-21,1592.430054,5797280000.0
2013-06-22,1585.983358,5442740000.0
2013-06-23,1579.536662,5088200000.0
2013-06-24,1573.089966,4733660000.0
2013-06-25,1588.030029,3761170000.0
2013-06-26,1603.26001,3558340000.0
2013-06-27,1613.199951,3364540000.0
2013-06-28,1606.280029,4977190000.0
2013-06-29,1609.1733396666666,4353023333.333333
2013-06-30,1612.0666503333334,3728856666.666667
2013-07-01,1614.959961,3104690000.0
2013-07-02,1614.079956,3317130000.0
2013-07-03,1615.410034,1966050000.0
2013-07-04,1623.6500245,2300095000.0
2013-07-05,1631.890015,2634140000.0
2013-07-06,1634.7466636666666,2927623333.3333335
2013-07-07,1637.6033123333334,3221106666.6666665
2013-07-08,1640.459961,3514590000.0
2013-07-09,1652.319946,3155360000.0
2013-07-10,1652.619995,3011010000.0
2013-07-11,1675.02002,3446340000.0
2013-07-12,1680.189941,3039070000.0
2013-07-13,1680.9599606666668,2900446666.6666665
2013-07-14,1681.7299803333333,2761823333.3333335
2013-07-15,1682.5,2623200000.0
2013-07-16,1676.26001,3081710000.0
2013-07-17,1680.910034,3153440000.0
2013-07-18,1689.369995,3452370000.0
2013-07-19,1692.089966,3302580000.0
2013-07-20,1693.2366536666666,3128096666.6666665
2013-07-21,1694.3833413333334,2953613333.3333335
2013-07-22,1695.530029,2779130000.0
2013-07-23,1692.390015,3096180000.0
2013-07-24,1685.939941,3336120000.0
2013-07-25,1690.25,3322500000.0
2013-07-26,1691.6500239999998,2762770000.0
2013-07-27,1689.5433346666664,2788686666.6666665
2013-07-28,1687.4366453333332,2814603333.3333335
2013-07-29,1685.3299559999998,2840520000.0
2013-07-30,1685.959961,3320530000.0
2013-07-31,1685.72998,3847390000.0
2013-08-01,1706.869995,3775170000.0
2013-08-02,1709.6700440000002,3136630000.0
2013-08-03,1708.8267010000002,2934186666.6666665
2013-08-04,1707.983358,2731743333.3333335
2013-08-05,1707.140015,2529300000.0
2013-08-06,1697.369995,3141210000.0
2013-08-07,1690.910034,3010230000.0
2013-08-08,1697.47998,3271660000.0
2013-08-09,1691.4200440000002,2957670000.0
2013-08-10,1690.7700196666667,2901500000.0
2013-08-11,1690.1199953333335,2845330000.0
2013-08-12,1689.469971,2789160000.0
2013-08-13,1694.160034,3035560000.0
2013-08-14,1685.390015,2871430000.0
2013-08-15,1661.319946,3426690000.0
2013-08-16,1655.829956,3211450000.0
2013-08-17,1652.5733236666667,3109143333.3333335
2013-08-18,1649.3166913333332,3006836666.6666665
2013-08-19,1646.060059,2904530000.0
2013-08-20,1652.349976,2994090000.0
2013-08-21,1642.800049,2932180000.0
2013-08-22,1656.959961,2537460000.0
2013-08-23,1663.5,2582670000.0
2013-08-24,1661.2600096666667,2532003333.3333335
2013-08-25,1659.0200193333333,2481336666.6666665
2013-08-26,1656.780029,2430670000.0
2013-08-27,1630.47998,3219190000.0
2013-08-28,1634.959961,2784010000.0
2013-08-29,1638.170044,2527550000.0
2013-08-30,1632.969971,2734300000.0
2013-08-31,1634.6699832499999,2983627500.0
2013-09-01,1636.3699955,3232955000.0
2013-09-02,1638.07000775,3482282500.0
2013-09-03,1639.77002,3731610000.0
2013-09-04,1653.079956,3312150000.0
2013-09-05,1655.079956,2957110000.0
2013-09-06,1655.170044,3123880000.0
2013-09-07,1660.6833496666666,3116846666.6666665
2013-09-08,1666.1966553333334,3109813333.3333335
2013-09-09,1671.709961,3102780000.0
2013-09-10,1683.9899899999998,3691800000.0
2013-09-11,1689.130005,3135460000.0
2013-09-12,1683.4200440000002,3106290000.0
2013-09-13,1687.9899899999998,2736500000.0
2013-09-14,1691.1933186666665,2850933333.3333335
2013-09-15,1694.3966473333335,2965366666.6666665
2013-09-16,1697.5999760000002,3079800000.0
2013-09-17,1704.7600100000002,2774240000.0
2013-09-18,1725.52002,3989760000.0
2013-09-19,1722.339966,3740130000.0
2013-09-20,1709.910034,5074030000.0
2013-09-21,1707.2200113333333,4425003333.333333
2013-09-22,1704.5299886666667,3775976666.666667
2013-09-23,1701.839966,3126950000.0
2013-09-24,1697.4200440000002,3268930000.0
2013-09-25,1692.77002,3148730000.0
2013-09-26,1698.6700440000002,2813930000.0
2013-09-27,1691.75,2951700000.0
2013-09-28,1688.3500163333333,3070676666.6666665
2013-09-29,1684.9500326666666,3189653333.3333335
2013-09-30,1681.550049,3308630000.0
2013-10-01,1695.0,3238690000.0
2013-10-02,1693.869995,3148600000.0
2013-10-03,1678.660034,3279650000.0
2013-10-04,1690.5,2880270000.0
2013-10-05,1685.706665,2813010000.0
2013-10-06,1680.91333,2745750000.0
2013-10-07,1676.119995,2678490000.0
2013-10-08,1655.449951,3569230000.0
2013-10-09,1656.400024,3577840000.0
2013-10-10,1692.560059,3362300000.0
2013-10-11,1703.199951,2944670000.0
2013-10-12,1705.5133056666666,2823306666.6666665
2013-10-13,1707.8266603333334,2701943333.3333335
2013-10-14,1710.140015,2580580000.0
2013-10-15,1698.060059,3327740000.0
2013-10-16,1721.540039,3486180000.0
2013-10-17,1733.1500239999998,3453590000.0
2013-10-18,1744.5,3664890000.0
2013-10-19,1744.5533446666666,3460830000.0
2013-10-20,1744.6066893333334,3256770000.0
2013-10-21,1744.660034,3052710000.0
2013-10-22,1754.6700440000002,3850840000.0
2013-10-23,1746.380005,3713380000.0
2013-10-24,1752.069946,3671700000.0
2013-10-25,1759.77002,3175720000.0
2013-10-26,1760.5500083333334,3211246666.6666665
2013-10-27,1761.3299966666666,3246773333.3333335
2013-10-28,1762.109985,3282300000.0
2013-10-29,1771.949951,3358460000.0
2013-10-30,1763.310059,3523040000.0
2013-10-31,1756.540039,3826530000.0
2013-11-01,1761.640015,3686290000.0
2013-11-02,1763.7366946666666,3522483333.3333335
2013-11-03,1765.8333743333333,3358676666.6666665
2013-11-04,1767.930054,3194870000.0
2013-11-05,1762.969971,3516680000.0
2013-11-06,1770.4899899999998,3322100000.0
2013-11-07,1747.1500239999998,4143200000.0
2013-11-08,1770.609985,3837170000.0
2013-11-09,1771.0366616666668,3402800000.0
2013-11-10,1771.4633383333332,2968430000.0
2013-11-11,1771.890015,2534060000.0
2013-11-12,1767.689941,3221030000.0
2013-11-13,1782.0,3327480000.0
2013-11-14,1790.619995,3139060000.0
2013-11-15,1798.180054,3254820000.0
2013-11-16,1795.963379,3226053333.3333335
2013-11-17,1793.746704,3197286666.6666665
2013-11-18,1791.530029,3168520000.0
2013-11-19,1787.869995,3224450000.0
2013-11-20,1781.369995,3109140000.0
2013-11-21,1795.8499760000002,3256630000.0
2013-11-22,1804.7600100000002,3055140000.0
2013-11-23,1804.0000000000002,3036273333.3333335
2013-11-24,1803.23999,3017406666.6666665
2013-11-25,1802.47998,2998540000.0
2013-11-26,1802.75,3427120000.0
2013-11-27,1807.22998,2613590000.0
2013-11-28,1806.5200195,2105945000.0
2013-11-29,1805.810059,1598300000.0
2013-11-30,1804.1733806666666,2097343333.3333333
2013-12-01,1802.536702333333,2596386666.6666665
2013-12-02,1800.9000239999998,3095430000.0
2013-12-03,1795.1500239999998,3475680000.0
2013-12-04,1792.810059,3610540000.0
2013-12-05,1785.030029,3336880000.0
2013-12-06,1805.089966,3150030000.0
2013-12-07,1806.183309,3143186666.6666665
2013-12-08,1807.276652,3136343333.3333335
2013-12-09,1808.369995,3129500000.0
2013-12-10,1802.619995,3117150000.0
2013-12-11,1782.219971,3472240000.0
2013-12-12,1775.5,3306640000.0
2013-12-13,1775.319946,3061070000.0
2013-12-14,1779.0599770000001,3110676666.6666665
2013-12-15,1782.800008,3160283333.3333335
2013-12-16,1786.540039,3209890000.0
2013-12-17,1781.0,3270030000.0
2013-12-18,1810.6500239999998,4327770000.0
2013-12-19,1809.5999760000002,3497210000.0
2013-12-20,1818.319946,5097700000.0
2013-12-21,1821.543294,4348980000.0
2013-12-22,1824.7666419999998,3600260000.0
2013-12-23,1827.9899899999998,2851540000.0
2013-12-24,1833.319946,1307630000.0
2013-12-25,1837.669983,1644950000.0
2013-12-26,1842.02002,1982270000.0
2013-12-27,1841.4000239999998,2052920000.0
2013-12-28,1841.289998,2133233333.3333333
2013-12-29,1841.179972,2213546666.6666665
2013-12-30,1841.069946,2293860000.0
2013-12-31,1848.359985,2312840000.0
2014-01-01,1840.1699825,2696720000.0
2014-01-02,1831.97998,3080600000.0
2014-01-03,1831.369995,2774270000.0
2014-01-04,1829.83667,2947796666.6666665
2014-01-05,1828.303345,3121323333.3333335
2014-01-06,1826.77002,3294850000.0
2014-01-07,1837.880005,3511750000.0
2014-01-08,1837.4899899999998,3652140000.0
