Date,Close,Volume
2013-05-02,0.8244464893596473,0.04483491328837665
2013-05-03,0.7391807682072066,0.029566086197865087
2013-05-04,0.7754657030975135,0.038419425638045644
2013-05-05,0.7754616444411103,0.03678914743490545
2013-05-06,0.7754575751398188,0.035688800094373245
2013-05-07,0.8302596288114562,0.06281151677798447
2013-05-08,0.7996445099346295,0.03557001896049442
2013-05-09,0.8015479716930481,0.007677139247166603
2013-05-10,0.834436420178801,0.021124008966730865
2013-05-11,0.8167513136054614,0.049648950777697196
2013-05-12,0.8161456283235401,0.04258055282293645
2013-05-13,0.8155588568349144,0.039254867821431325
2013-05-14,0.7824213036081303,0.00517959653116437
2013-05-15,0.8061600797710723,0.09840272032004453
2013-05-16,0.7785647106359254,0.009364665357000965
2013-05-17,0.8756227361471475,0.1730242385958734
2013-05-18,0.7779553629098326,0.02338748299519314
2013-05-19,0.7779552061586928,0.02183102926567451
2013-05-20,0.7779550493268848,0.019319876389500164
2013-05-21,0.7334337069462246,0.05551427733642947
2013-05-22,0.7549398780413803,0.015221985537374663
2013-05-23,0.7616093543394998,0.06937537414079344
2013-05-24,0.8120873218198386,0.0007707786636007868
2013-05-25,0.7741988513250141,0.040399121138943485
2013-05-26,0.7741907918070163,0.038018770355984846
2013-05-27,0.7741827024777233,0.036526480920104146
2013-05-28,0.7741745831714237,0.03550340734159626
2013-05-29,0.6805488367021071,0.053916082970325976
2013-05-30,0.7425159106917342,0.02264446200697648
2013-05-31,0.7645875245556899,0.030227598858089136
2013-06-01,0.7841441837914508,0.03907897896577634
2013-06-02,0.7841310758797899,0.03721111369477269
2013-06-03,0.7841180294128702,0.035981782394377375
2013-06-04,0.8423857930886185,0.00748303385690547
2013-06-05,0.7649701548425859,0.01101486328026106
2013-06-06,0.8475810836070866,0.06294851074849524
2013-06-07,0.7855242002732257,0.009729922709558357
2013-06-08,0.7821394394741912,0.04631421853620333
2013-06-09,0.782134054295956,0.041126018381573426
2013-06-10,0.7821286853184016,0.038443689351262744
2013-06-11,0.7339780608648384,0.02199375560036282
2013-06-12,0.7536038797376227,0.03183626040523133
2013-06-13,0.8109065839083799,0.03447276623050957
2013-06-14,0.8308911807348947,0.03592079048724248
2013-06-15,0.7775240534553105,0.03128625384707173
2013-06-16,0.777523596183137,0.031241828644649697
2013-06-17,0.7775231385089286,0.031200412563490133
2013-06-18,0.7967904154602325,0.008452917694524638
2013-06-19,0.7966521388893921,0.11893151567376459
2013-06-20,0.7612336005691753,0.04479035948215667
2013-06-21,0.7617297452564522,0.06720453626969608
2013-06-22,0.7722850585926326,0.020529894353789796
2013-06-23,0.7722683710519745,0.016984447042128103
2013-06-24,0.7722515945840959,0.00920916900340264
2013-06-25,0.7070342088267931,0.03804513312180795
2013-06-26,0.7296106011956865,0.1026542929702328
2013-06-27,0.7485727648942536,0.011607246856704835
2013-06-28,0.7785647106359254,0.14200031644562874
2013-06-29,0.8080412317753524,0.021014911957110183
2013-06-30,0.8076790292530083,0.017882464883619408
2013-07-01,0.807325620046938,0.011407738023012448
2013-07-02,0.7323614680358833,0.018176804487825875
2013-07-03,0.7433894568577119,0.02696768197890117
2013-07-04,0.7879963889735471,0.027129784914014913
2013-07-05,0.7879589933121488,0.026868905731837946
2013-07-06,0.8017347898095847,0.0418136520409217
2013-07-07,0.8015104030130235,0.03883347558728192
2013-07-08,0.801290320604905,0.03705553475532311
2013-07-09,0.9071292563070298,0.09807550182971066
2013-07-10,0.782259634427319,0.004034999307917399
2013-07-11,0.802547846047683,0.03839633099441874
2013-07-12,0.7420381938501598,0.014682265345658117
2013-07-13,0.790106538965161,0.029744429693367255
2013-07-14,0.7900505880235187,0.029742252551186028
2013-07-15,0.789995176927961,0.02974004059843073
2013-07-16,0.7682043485767389,0.025855642029382824
2013-07-17,0.7534696725450387,0.00903056533900531
2013-07-18,0.7711414301659529,0.04991698246932899
2013-07-19,0.7860113215575473,0.03711981632784232
2013-07-20,0.7734095591481835,0.025291752572486906
2013-07-21,0.7733983183428862,0.024550788307458153
2013-07-22,0.7733870284093248,0.023534360917296337
2013-07-23,0.7960000183884894,0.20804910713989053
2013-07-24,0.7464211242199458,0.05839657814568702
2013-07-25,0.7572584565842319,0.00043607732137130185
2013-07-26,0.7886822604700017,0.0245164009671054
2013-07-27,0.7766757586026054,0.019763535148556024
2013-07-28,0.7766742514513171,0.015493429678427815
2013-07-29,0.776672741893067,0.005130457298683833
2013-07-30,0.7324898938273532,1.0
2013-07-31,0.7695535703108043,0.01846612134256222
2013-08-01,0.8005336299566223,0.010072224669577946
2013-08-02,0.7529566438257047,0.1077845799028219
2013-08-03,0.7869781527844211,0.029313040150111925
2013-08-04,0.7869483829361678,0.02929846165938214
2013-08-05,0.7869188230184161,0.029283268305657032
2013-08-06,0.7708803222143358,0.02353848338861749
2013-08-07,0.7547933748169389,0.01563935774282904
2013-08-08,0.7285950882320774,0.04399134919428392
2013-08-09,0.7924869166086882,0.02673673850907766
2013-08-10,0.789768913719615,0.030066764234334686
2013-08-11,0.7897161808126376,0.030066698748334435
2013-08-12,0.7896639419583007,0.030066633441410574
2013-08-13,0.7688166480470385,0.05683059388970909
2013-08-14,0.6891669702486699,0.22131360933040287
2013-08-15,0.6802374764740257,0.0
2013-08-16,0.8061563152630103,0.00998544313953455
2013-08-17,0.7699392463136704,0.027614544214400977
2013-08-18,0.7699077313016099,0.027436561054862214
2013-08-19,0.7698759851511179,0.027230121285513467
2013-08-20,0.7757369574412362,0.025257309009658634
2013-08-21,0.7721936788893232,0.025193933912092473
2013-08-22,0.7899214642179255,0.09601256756577412
2013-08-23,0.7609043165779087,0.024209803755279834
2013-08-24,0.7733452812706667,0.023276613063975785
2013-08-25,0.7733337580887351,0.021661341814638586
2013-08-26,0.7733221839136726,0.019028291955006785
2013-08-27,0.6847072297197543,0.4998545257011625
2013-08-28,0.6248846942839602,0.024231978031027206
2013-08-29,0.7697893062103549,0.06286092402297552
2013-08-30,0.8057894047561605,0.0025502846112798547
2013-08-31,0.7759919137311897,0.03591027163977048
2013-09-01,0.7759891169952556,0.035059106325852823
2013-09-02,0.7759863141723715,0.034422841173778466
2013-09-03,0.7759835052426437,0.03392921245847753
2013-09-04,0.7419909382851552,0.04770092643065898
2013-09-05,0.8359003536995454,0.012063253628285378
2013-09-06,0.7746224705984872,0.056060848392729186
2013-09-07,0.7590834053583172,0.026525168020138226
2013-09-08,0.7589218987401458,0.026136326856113525
2013-09-09,0.7587576918466581,0.025650093699604148
2013-09-10,0.8206720548333356,0.026105494817519472
2013-09-11,0.6886594285573532,0.03549403312841474
2013-09-12,0.9596784492860969,0.06449767974395787
2013-09-13,0.8238929107308749,0.005166565538896645
2013-09-14,0.7667542882556103,0.030656799619444095
2013-09-15,0.7666951225988867,0.030645345998873776
2013-09-16,0.7666353611633432,0.030634296449513095
2013-09-17,0.797696976906821,0.017681256059894367
2013-09-18,0.8007229544260501,0.018953728993795528
2013-09-19,0.7982462064262426,0.052659015210879
2013-09-20,0.7913276492585188,0.04667210636695578
2013-09-21,0.7785647106359254,0.03562853406143352
2013-09-22,0.7785647106359254,0.03485146262393779
2013-09-23,0.7785647106359254,0.03426348502158664
2013-09-24,0.7725905386349469,0.00813056353467762
2013-09-25,0.7134356155684075,0.1846285017255783
2013-09-26,0.7593201326457671,0.0002806976461624514
2013-09-27,0.7537303214919695,0.010640306277614878
2013-09-28,0.7634015405711605,0.06488949198587932
2013-09-29,0.7633038760319978,0.047457954114751254
2013-09-30,0.7632049452409726,0.04164577920735612
2013-10-01,0.8321417215634107,0.03535225431171015
2013-10-02,0.7613613247244299,0.002690967973605047
2013-10-03,0.7446942378863706,0.09093373342259027
2013-10-04,0.7505957613389203,0.1396685045868098
