Date,Popularity
2013-05-01,0.21514476614699332
2013-05-02,0.1910913140311804
2013-05-03,0.2391982182628064
2013-05-04,0.30334075723830733
2013-05-05,0.27928730512249444
2013-05-06,0.25523385300668155
2013-05-07,0.2632516703786192
2013-05-08,0.2311804008908686
2013-05-09,0.2311804008908686
2013-05-10,0.2311804008908686
2013-05-11,0.3674832962138084
2013-05-12,0.2632516703786192
2013-05-13,0.27928730512249444
2013-05-14,0.311358574610245
2013-05-15,0.3273942093541203
2013-05-16,0.311358574610245
2013-05-17,0.31937639198218265
2013-05-18,0.4556792873051225
2013-05-19,0.4075723830734967
2013-05-20,0.3755011135857461
2013-05-21,0.3354120267260579
2013-05-22,0.3755011135857461
2013-05-23,0.4075723830734967
2013-05-24,0.5037861915367483
2013-05-25,0.688195991091314
2013-05-26,0.6801781737193764
2013-05-27,0.5518930957683742
2013-05-28,0.399554565701559
2013-05-29,0.3915367483296214
2013-05-30,0.3273942093541203
2013-05-31,0.4075723830734967
2013-06-01,0.6768374164810692
2013-06-02,0.7275055679287306
2013-06-03,0.5957683741648107
2013-06-04,0.5248329621380847
2013-06-05,0.5856347438752784
2013-06-06,0.5653674832962138
2013-06-07,0.5856347438752784
2013-06-08,0.7883073496659244
2013-06-09,0.707238307349666
2013-06-10,0.5957683741648107
2013-06-11,0.6464365256124722
2013-06-12,0.6667037861915368
2013-06-13,0.6971046770601336
2013-06-14,0.6971046770601336
2013-06-15,0.8187082405345211
2013-06-16,0.7477728285077953
2013-06-17,0.707238307349666
2013-06-18,0.6667037861915368
2013-06-19,0.6869710467706014
2013-06-20,0.6363028953229399
2013-06-21,0.7173719376391984
2013-06-22,0.8896436525612472
2013-06-23,0.8896436525612472
2013-06-24,0.7376391982182627
2013-06-25,0.6869710467706014
2013-06-26,0.6768374164810692
2013-06-27,0.7376391982182627
2013-06-28,0.7579064587973275
2013-06-29,0.8997772828507794
2013-06-30,0.879510022271715
2013-07-01,0.7095768374164811
2013-07-02,0.6775055679287304
2013-07-03,0.7951002227171492
2013-07-04,0.934075723830735
2013-07-05,0.9554565701559019
2013-07-06,0.9233853006681514
2013-07-07,0.7844097995545657
2013-07-08,0.6561247216035636
2013-07-09,0.64543429844098
2013-07-10,0.6240534521158129
2013-07-11,0.5812917594654788
2013-07-12,0.6561247216035636
2013-07-13,0.7416481069042317
2013-07-14,0.7202672605790645
2013-07-15,0.688195991091314
2013-07-16,0.5812917594654788
2013-07-17,0.6668151447661469
2013-07-18,0.5919821826280623
2013-07-19,0.688195991091314
2013-07-20,0.7737193763919821
2013-07-21,0.7630289532293986
2013-07-22,0.64543429844098
2013-07-23,0.6133630289532295
2013-07-24,0.5812917594654788
2013-07-25,0.6240534521158129
2013-07-26,0.64543429844098
2013-07-27,0.8057906458797328
2013-07-28,0.7737193763919821
2013-07-29,0.6988864142538975
2013-07-30,0.5599109131403118
2013-07-31,0.5919821826280623
2013-08-01,0.513140311804009
2013-08-02,0.5280623608017818
2013-08-03,0.602672605790646
2013-08-04,0.6325167037861915
2013-08-05,0.5653674832962139
2013-08-06,0.5355233853006682
2013-08-07,0.5280623608017818
2013-08-08,0.49075723830734974
2013-08-09,0.5877505567928731
2013-08-10,0.5802895322939867
2013-08-11,0.6175946547884188
2013-08-12,0.43853006681514484
2013-08-13,0.40122494432071276
2013-08-14,0.4310690423162584
2013-08-15,0.40122494432071276
2013-08-16,0.4310690423162584
2013-08-17,0.4683741648106905
2013-08-18,0.45345211581291767
2013-08-19,0.35645879732739416
2013-08-20,0.2967706013363029
2013-08-21,0.28930957683741654
2013-08-22,0.3042316258351893
2013-08-23,0.3415367483296214
2013-08-24,0.3489977728285078
2013-08-25,0.31169265033407584
2013-08-26,0.2221603563474389
2013-08-27,0.2520044543429846
2013-08-28,0.26692650334075724
2013-08-29,0.2967706013363029
2013-08-30,0.3191536748329621
2013-08-31,0.49075723830734974
2013-09-01,0.3429844097995546
2013-09-02,0.2836302895322939
2013-09-03,0.11469933184855235
2013-09-04,0.08273942093541194
2013-09-05,0.09187082405345222
2013-09-06,0.10556792873051236
2013-09-07,0.1740534521158129
2013-09-08,0.1557906458797328
2013-09-09,0.11469933184855235
2013-09-10,0.08273942093541194
2013-09-11,0.1375278396436525
2013-09-12,0.10556792873051236
2013-09-13,0.1283964365256125
2013-09-14,0.19688195991091306
2013-09-15,0.12383073496659236
2013-09-16,0.11013363028953237
2013-09-17,0.11926503340757236
2013-09-18,0.10100222717149222
2013-09-19,0.11469933184855235
2013-09-20,0.1283964365256125
2013-09-21,0.17861915367483291
2013-09-22,0.1512249443207128
2013-09-23,0.1329621380846325
2013-09-24,0.11013363028953237
2013-09-25,0.11013363028953237
2013-09-26,0.11013363028953237
2013-09-27,0.1557906458797328
2013-09-28,0.22884187082405347
2013-09-29,0.19688195991091306
2013-09-30,0.12383073496659236
2013-10-01,0.05556792873051222
2013-10-02,0.07739420935412028
2013-10-03,0.07193763919821819
2013-10-04,0.07193763919821819
2013-10-05,0.12650334075723835
2013-10-06,0.10467706013363028
2013-10-07,0.07193763919821819
2013-10-08,0.05011135857461028
2013-10-09,0.06648106904231625
2013-10-10,0.07739420935412028
2013-10-11,0.07193763919821819
2013-10-12,0.12650334075723835
2013-10-13,0.1155902004454343
2013-10-14,0.05556792873051222
2013-10-15,0.061024498886414306
2013-10-16,0.033741648106904304
2013-10-17,0.05556792873051222
2013-10-18,0.07193763919821819
